trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
"Dynasty Wealth Management, LLC",quiver,institutional_13f,5494,+6.09%,210,"$5,068,925,497",1,2025-10-14T11-57-48Z
"UNIQUE WEALTH, LLC",quiver,institutional_13f,5495,+6.09%,152,"$583,819,276",1,2025-10-14T11-57-48Z
Coign Capital Advisors LLC,quiver,institutional_13f,5496,+6.09%,72,"$125,283,760",1,2025-10-14T11-57-48Z
Trust Point Inc.,quiver,institutional_13f,5497,+6.09%,369,"$943,352,553",1,2025-10-14T11-57-48Z
"ArborFi Advisors, LLC",quiver,institutional_13f,5498,+6.08%,39,"$105,557,336",1,2025-10-14T11-57-48Z
Avant Financial Advisors LLC,quiver,institutional_13f,5499,+6.08%,62,"$123,715,868",1,2025-10-14T11-57-48Z
"Revolve Wealth Partners, LLC",quiver,institutional_13f,5500,+6.08%,217,"$795,957,848",1,2025-10-14T11-57-48Z
Lakeridge Wealth Management LLC,quiver,institutional_13f,5501,+6.08%,141,"$224,184,579",1,2025-10-14T11-57-48Z
"TPG Financial Advisors, LLC",quiver,institutional_13f,5502,+6.08%,58,"$188,102,586",1,2025-10-14T11-57-48Z
"Inman Jager Wealth Management, LLC",quiver,institutional_13f,5503,+6.08%,75,"$153,036,159",1,2025-10-14T11-57-48Z
"Balance Wealth, LLC",quiver,institutional_13f,5504,+6.08%,85,"$130,966,779",1,2025-10-14T11-57-48Z
AMJ Financial Wealth Management,quiver,institutional_13f,5505,+6.08%,77,"$375,666,559",1,2025-10-14T11-57-48Z
Allegheny Financial Group,quiver,institutional_13f,5506,+6.08%,242,"$428,051,886",1,2025-10-14T11-57-48Z
"Williams Jones Wealth Management, LLC.",quiver,institutional_13f,5507,+6.08%,405,"$8,184,110,475",1,2025-10-14T11-57-48Z
"Linscomb Wealth, Inc.",quiver,institutional_13f,5508,+6.08%,290,"$2,230,954,160",1,2025-10-14T11-57-48Z
"Kensington Asset Management, LLC",quiver,institutional_13f,5509,+6.08%,23,"$1,247,759,628",1,2025-10-14T11-57-48Z
"Signal Advisors Wealth, LLC",quiver,institutional_13f,5510,+6.08%,388,"$1,120,819,317",1,2025-10-14T11-57-48Z
"Duncan Williams Asset Management, LLC",quiver,institutional_13f,5511,+6.08%,106,"$358,752,879",1,2025-10-14T11-57-48Z
"KICKSTAND VENTURES, LLC.",quiver,institutional_13f,5512,+6.08%,106,"$358,752,879",1,2025-10-14T11-57-48Z
"Praetorian Wealth Management, Inc.",quiver,institutional_13f,5513,+6.08%,36,"$446,405,773",1,2025-10-14T11-57-48Z
"Schusterman Interests, LLC",quiver,institutional_13f,5514,+6.07%,4,"$69,520,315",1,2025-10-14T11-57-48Z
LANDAAS & CO |WI |ADV,quiver,institutional_13f,5515,+6.07%,107,"$411,414,946",1,2025-10-14T11-57-48Z
CREATIVE FINANCIAL DESIGNS INC |ADV,quiver,institutional_13f,5516,+6.07%,1708,"$1,318,399,748",1,2025-10-14T11-57-48Z
"Roble, Belko & Company, Inc",quiver,institutional_13f,5517,+6.07%,415,"$687,284,565",1,2025-10-14T11-57-48Z
"Uniplan Investment Counsel, Inc.",quiver,institutional_13f,5518,+6.07%,144,"$860,550,411",1,2025-10-14T11-57-48Z
CONNABLE OFFICE INC,quiver,institutional_13f,5519,+6.07%,210,"$1,026,684,950",1,2025-10-14T11-57-48Z
"Tranquility Partners, LLC",quiver,institutional_13f,5520,+6.07%,205,"$281,856,610",1,2025-10-14T11-57-48Z
Firestone Capital Management,quiver,institutional_13f,5521,+6.06%,152,"$424,879,173",1,2025-10-14T11-57-48Z
G&S Capital LLC,quiver,institutional_13f,5522,+6.06%,112,"$228,949,806",1,2025-10-14T11-57-48Z
Values Added Financial LLC,quiver,institutional_13f,5523,+6.06%,112,"$184,612,436",1,2025-10-14T11-57-48Z
"Madden Advisory Services, Inc.",quiver,institutional_13f,5524,+6.06%,95,"$246,002,306",1,2025-10-14T11-57-48Z
"Ifrah Financial Services, Inc.",quiver,institutional_13f,5525,+6.06%,191,"$377,582,466",1,2025-10-14T11-57-48Z
Solel Partners LP,quiver,institutional_13f,5526,+6.06%,17,"$445,954,418",1,2025-10-14T11-57-48Z
"Conrad Siegel Investment Advisors, Inc.",quiver,institutional_13f,5527,+6.06%,52,"$470,954,010",1,2025-10-14T11-57-48Z
"Triune Financial Partners, LLC",quiver,institutional_13f,5528,+6.06%,37,"$372,839,390",1,2025-10-14T11-57-48Z
Wilshire Advisors LLC,quiver,institutional_13f,5529,+6.06%,5,"$9,768,097",1,2025-10-14T11-57-48Z
"JACKSON HILL ADVISORS, LLC",quiver,institutional_13f,5530,+6.06%,12,"$208,900,076",1,2025-10-14T11-57-48Z
Bangor Savings Bank,quiver,institutional_13f,5531,+6.06%,496,"$1,125,639,823",1,2025-10-14T11-57-48Z
"Allen Capital Group, LLC",quiver,institutional_13f,5532,+6.06%,241,"$771,759,771",1,2025-10-14T11-57-48Z
"Fountainhead AM, LLC",quiver,institutional_13f,5533,+6.05%,194,"$669,791,876",1,2025-10-14T11-57-48Z
"FINANCIAL ADVISORY PARTNERS, LLC",quiver,institutional_13f,5534,+6.05%,63,"$326,517,887",1,2025-10-14T11-57-48Z
"Guidance Point Advisors, LLC",quiver,institutional_13f,5535,+6.05%,81,"$398,364,874",1,2025-10-14T11-57-48Z
"Austin Wealth Management, LLC",quiver,institutional_13f,5536,+6.05%,127,"$572,112,464",1,2025-10-14T11-57-48Z
STEPH & CO,quiver,institutional_13f,5537,+6.05%,278,"$322,968,216",1,2025-10-14T11-57-48Z
WEATHERLY ASSET MANAGEMENT L. P.,quiver,institutional_13f,5538,+6.05%,174,"$1,199,791,254",1,2025-10-14T11-57-48Z
Forthright Family Wealth Advisory LLC,quiver,institutional_13f,5539,+6.05%,47,"$123,790,201",1,2025-10-14T11-57-48Z
USA FINANCIAL FORMULAS,quiver,institutional_13f,5540,+6.05%,224,"$604,060,732",1,2025-10-14T11-57-48Z
FIRST HAWAIIAN BANK,quiver,institutional_13f,5541,+6.04%,93,"$773,739,443",1,2025-10-14T11-57-48Z
Cercano Management LLC,quiver,institutional_13f,5542,+6.04%,133,"$3,040,780,364",1,2025-10-14T11-57-48Z
"Fluent Financial, LLC",quiver,institutional_13f,5543,+6.04%,58,"$223,900,122",1,2025-10-14T11-57-48Z
"Wealthspire Advisors, LLC",quiver,institutional_13f,5544,+6.04%,760,"$18,568,442,178",1,2025-10-14T11-57-48Z
Van Berkom & Associates Inc.,quiver,institutional_13f,5545,+6.04%,61,"$3,334,835,192",1,2025-10-14T11-57-48Z
"NORTHCAPE WEALTH MANAGEMENT, LLC",quiver,institutional_13f,5546,+6.04%,129,"$336,326,016",1,2025-10-14T11-57-48Z
"Transce3nd, LLC",quiver,institutional_13f,5547,+6.04%,1092,"$228,153,042",1,2025-10-14T11-57-48Z
First Bank & Trust,quiver,institutional_13f,5548,+6.04%,223,"$560,104,024",1,2025-10-14T11-57-48Z
Allworth Financial LP,quiver,institutional_13f,5549,+6.04%,3797,"$19,107,194,332",1,2025-10-14T11-57-48Z
Eisler Capital Management Ltd.,quiver,institutional_13f,5550,+6.04%,342,"$2,746,577,513",1,2025-10-14T11-57-48Z
"von Borstel & Associates, Inc.",quiver,institutional_13f,5551,+6.03%,37,"$324,400,374",1,2025-10-14T11-57-48Z
ENVESTNET ASSET MANAGEMENT INC,quiver,institutional_13f,5552,+6.03%,3639,"$335,291,756,579",1,2025-10-14T11-57-48Z
"Archvest Wealth Advisors, Inc.",quiver,institutional_13f,5553,+6.03%,54,"$116,876,276",1,2025-10-14T11-57-48Z
LFA - Lugano Financial Advisors SA,quiver,institutional_13f,5554,+6.03%,226,"$169,907,456",1,2025-10-14T11-57-48Z
Clayton Financial Group LLC,quiver,institutional_13f,5555,+6.03%,28,"$87,544,775",1,2025-10-14T11-57-48Z
"Tiller Private Wealth, Inc.",quiver,institutional_13f,5556,+6.03%,57,"$271,229,830",1,2025-10-14T11-57-48Z
Compass Advisory Group LLC,quiver,institutional_13f,5557,+6.03%,67,"$292,778,668",1,2025-10-14T11-57-48Z
"Orin Green Financial, LLC",quiver,institutional_13f,5558,+6.03%,68,"$231,860,333",1,2025-10-14T11-57-48Z
"KEYVANTAGE WEALTH, LLC",quiver,institutional_13f,5559,+6.03%,90,"$230,756,615",1,2025-10-14T11-57-48Z
LTG Capital LLC,quiver,institutional_13f,5560,+6.03%,27,"$123,807,600",1,2025-10-14T11-57-48Z
Smithfield Trust Co,quiver,institutional_13f,5561,+6.03%,963,"$2,132,484,949",1,2025-10-14T11-57-48Z
CIDEL ASSET MANAGEMENT INC,quiver,institutional_13f,5562,+6.03%,326,"$1,538,822,855",1,2025-10-14T11-57-48Z
"Harfst & Associates, Inc.",quiver,institutional_13f,5563,+6.03%,92,"$483,744,822",1,2025-10-14T11-57-48Z
Post Resch Tallon Group Inc.,quiver,institutional_13f,5564,+6.02%,93,"$100,056,294",1,2025-10-14T11-57-48Z
ARROW FINANCIAL CORP,quiver,institutional_13f,5565,+6.02%,153,"$962,927,733",1,2025-10-14T11-57-48Z
Skye Global Management LP,quiver,institutional_13f,5566,+6.02%,45,"$4,610,260,954",1,2025-10-14T11-57-48Z
Fulcrum Equity Management,quiver,institutional_13f,5567,+6.02%,91,"$95,212,044",1,2025-10-14T11-57-48Z
Goepper Burkhardt LLC,quiver,institutional_13f,5568,+6.02%,95,"$282,784,924",1,2025-10-14T11-57-48Z
"ANDREWS, LUCIA WEALTH MANAGEMENT LLC",quiver,institutional_13f,5569,+6.02%,27,"$162,704,258",1,2025-10-14T11-57-48Z
"Altus Wealth Management, LLC",quiver,institutional_13f,5570,+6.02%,29,"$220,558,314",1,2025-10-14T11-57-48Z
MARYLAND CAPITAL ADVISORS INC.,quiver,institutional_13f,5571,+6.02%,251,"$215,986,251",1,2025-10-14T11-57-48Z
Brightwater Advisory LLC,quiver,institutional_13f,5572,+6.02%,58,"$136,498,342",1,2025-10-14T11-57-48Z
"XY Planning Network, Inc.",quiver,institutional_13f,5573,+6.02%,153,"$289,035,675",1,2025-10-14T11-57-48Z
FIRST FINANCIAL CORP |IN|,quiver,institutional_13f,5574,+6.02%,296,"$231,237,554",1,2025-10-14T11-57-48Z
HOME FEDERAL BANK OF TENNESSEE,quiver,institutional_13f,5575,+6.01%,72,"$369,034,779",1,2025-10-14T11-57-48Z
"Topsail Wealth Management, LLC",quiver,institutional_13f,5576,+6.01%,218,"$553,385,123",1,2025-10-14T11-57-48Z
Mattern Wealth Management LLC,quiver,institutional_13f,5577,+6.01%,148,"$460,886,328",1,2025-10-14T11-57-48Z
Net Worth Advisory Group,quiver,institutional_13f,5578,+6.01%,399,"$453,414,119",1,2025-10-14T11-57-48Z
LongView Wealth Management,quiver,institutional_13f,5579,+6.01%,192,"$296,363,194",1,2025-10-14T11-57-48Z
"Momentous Wealth Management, Inc.",quiver,institutional_13f,5580,+6.01%,42,"$134,406,590",1,2025-10-14T11-57-48Z
Versor Investments LP,quiver,institutional_13f,5581,+6.00%,617,"$471,622,258",1,2025-10-14T11-57-48Z
Applied Capital LLC|FL,quiver,institutional_13f,5582,+6.00%,79,"$129,891,062",1,2025-10-14T11-57-48Z
"MidAtlantic Capital Management, Inc.",quiver,institutional_13f,5583,+6.00%,70,"$139,593,992",1,2025-10-14T11-57-48Z
"Comprehensive Wealth Management, LLC",quiver,institutional_13f,5584,+6.00%,33,"$116,291,451",1,2025-10-14T11-57-48Z
"Meridian Wealth Partners, LLC",quiver,institutional_13f,5585,+6.00%,106,"$724,834,516",1,2025-10-14T11-57-48Z
Sanchez Wealth Management Group,quiver,institutional_13f,5586,+6.00%,45,"$397,116,978",1,2025-10-14T11-57-48Z
"Andina Capital Management, LLC",quiver,institutional_13f,5587,+6.00%,127,"$130,901,477",1,2025-10-14T11-57-48Z
Aletheian Wealth Advisors LLC,quiver,institutional_13f,5588,+6.00%,96,"$202,034,941",1,2025-10-14T11-57-48Z
"Financial Harvest, LLC",quiver,institutional_13f,5589,+6.00%,51,"$133,837,076",1,2025-10-14T11-57-48Z
"AHL INVESTMENT MANAGEMENT, INC.",quiver,institutional_13f,5590,+6.00%,68,"$156,772,370",1,2025-10-14T11-57-48Z
NINE MASTS CAPITAL Ltd,quiver,institutional_13f,5591,+6.00%,39,"$190,272,430",1,2025-10-14T11-57-48Z
Souders Financial Advisors,quiver,institutional_13f,5592,+6.00%,186,"$755,627,912",1,2025-10-14T11-57-48Z
MARINER INVESTMENT GROUP LLC,quiver,institutional_13f,5593,+5.99%,35,"$220,318,897",1,2025-10-14T11-57-48Z
Wealthquest Corp,quiver,institutional_13f,5594,+5.99%,121,"$1,024,055,537",1,2025-10-14T11-57-48Z
White & Co Financial Planning Inc,quiver,institutional_13f,5595,+5.99%,15,"$112,527,688",1,2025-10-14T11-57-48Z
"Keystone Financial Services, LLC",quiver,institutional_13f,5596,+5.99%,48,"$121,758,797",1,2025-10-14T11-57-48Z
Lantz Financial LLC,quiver,institutional_13f,5597,+5.99%,225,"$405,802,682",1,2025-10-14T11-57-48Z
"Parkworth Wealth Management, Inc.",quiver,institutional_13f,5598,+5.99%,1215,"$144,213,611",1,2025-10-14T11-57-48Z
MSH Capital Advisors LLC,quiver,institutional_13f,5599,+5.99%,219,"$341,246,373",1,2025-10-14T11-57-48Z
"Team Hewins, LLC",quiver,institutional_13f,5600,+5.99%,34,"$293,815,054",1,2025-10-14T11-57-48Z
Syverson Strege & Co,quiver,institutional_13f,5601,+5.99%,160,"$436,206,680",1,2025-10-14T11-57-48Z
"Per Stirling Capital Management, LLC.",quiver,institutional_13f,5602,+5.99%,240,"$727,867,407",1,2025-10-14T11-57-48Z
Turim 21 Investimentos Ltda.,quiver,institutional_13f,5603,+5.98%,74,"$534,204,130",1,2025-10-14T11-57-48Z
NORRIS PERNE & FRENCH LLP|MI,quiver,institutional_13f,5604,+5.98%,144,"$1,318,886,258",1,2025-10-14T11-57-48Z
"SwitchPoint Financial Planning, LLC",quiver,institutional_13f,5605,+5.98%,53,"$124,913,263",1,2025-10-14T11-57-48Z
"Jackson, Grant Investment Advisers, Inc.",quiver,institutional_13f,5606,+5.98%,355,"$273,948,380",1,2025-10-14T11-57-48Z
MASSACHUSETTS FINANCIAL SERVICES CO |MA|,quiver,institutional_13f,5607,+5.98%,774,"$294,437,430,716",1,2025-10-14T11-57-48Z
Fulcrum Capital LLC,quiver,institutional_13f,5608,+5.98%,93,"$470,379,538",1,2025-10-14T11-57-48Z
"Wealthcare Capital Partners, LLC",quiver,institutional_13f,5609,+5.98%,131,"$182,768,931",1,2025-10-14T11-57-48Z
"Advocacy Wealth Management Services, LLC",quiver,institutional_13f,5610,+5.98%,48,"$934,616,953",1,2025-10-14T11-57-48Z
"SageView Advisory Group, LLC",quiver,institutional_13f,5611,+5.97%,547,"$2,614,468,900",1,2025-10-14T11-57-48Z
PRINCIPAL FINANCIAL GROUP INC,quiver,institutional_13f,5612,+5.97%,1969,"$176,298,678,829",1,2025-10-14T11-57-48Z
JONES FINANCIAL COMPANIES LLLP,quiver,institutional_13f,5613,+5.97%,3340,"$134,910,432,083",1,2025-10-14T11-57-48Z
RIVERSTONE HOLDINGS LLC,quiver,institutional_13f,5614,+5.97%,3,"$529,267,137",1,2025-10-14T11-57-48Z
"Alliance Wealth Advisors, LLC |UT",quiver,institutional_13f,5615,+5.97%,258,"$401,347,001",1,2025-10-14T11-57-48Z
"Planned Solutions, Inc.",quiver,institutional_13f,5616,+5.97%,111,"$232,990,947",1,2025-10-14T11-57-48Z
"Cushing Capital Partners, LLC",quiver,institutional_13f,5617,+5.97%,77,"$108,014,558",1,2025-10-14T11-57-48Z
"Addis & Hill, Inc",quiver,institutional_13f,5618,+5.97%,24,"$160,056,224",1,2025-10-14T11-57-48Z
"VISTA FINANCE, LLC",quiver,institutional_13f,5619,+5.97%,49,"$116,014,703",1,2025-10-14T11-57-48Z
"Black Diamond Financial, LLC",quiver,institutional_13f,5620,+5.96%,133,"$594,924,977",1,2025-10-14T11-57-48Z
HICKS CAPITAL MANAGEMENT LLC,quiver,institutional_13f,5621,+5.96%,22,"$64,708,550",1,2025-10-14T11-57-48Z
"TPG GP A, LLC",quiver,institutional_13f,5622,+5.96%,9,"$1,871,879,716",1,2025-10-14T11-57-48Z
"WARNER FINANCIAL, INC",quiver,institutional_13f,5623,+5.96%,110,"$252,562,522",1,2025-10-14T11-57-48Z
"PARTNERS CAPITAL INVESTMENT GROUP, LLP",quiver,institutional_13f,5624,+5.96%,146,"$2,591,621,473",1,2025-10-14T11-57-48Z
"RVW Wealth, LLC",quiver,institutional_13f,5625,+5.96%,154,"$1,094,726,339",1,2025-10-14T11-57-48Z
Boltwood Capital Management,quiver,institutional_13f,5626,+5.96%,161,"$334,373,543",1,2025-10-14T11-57-48Z
Evensky & Katz LLC,quiver,institutional_13f,5627,+5.96%,70,"$1,668,251,136",1,2025-10-14T11-57-48Z
"Eldridge Investment Advisors, Inc.",quiver,institutional_13f,5628,+5.96%,133,"$418,439,348",1,2025-10-14T11-57-48Z
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP,quiver,institutional_13f,5629,+5.96%,18,"$1,249,297,380",1,2025-10-14T11-57-48Z
"Charter Oak Capital Management, LLC",quiver,institutional_13f,5630,+5.95%,187,"$1,149,089,158",1,2025-10-14T11-57-48Z
"ARK & TLK INVESTMENTS, LLC",quiver,institutional_13f,5631,+5.95%,102,"$318,664,899",1,2025-10-14T11-57-48Z
"Kondo Wealth Advisors, Inc.",quiver,institutional_13f,5632,+5.95%,63,"$235,228,653",1,2025-10-14T11-57-48Z
"HOGE FINANCIAL SERVICES, LLC",quiver,institutional_13f,5633,+5.95%,61,"$167,216,209",1,2025-10-14T11-57-48Z
"BELLEVUE ASSET MANAGEMENT, LLC",quiver,institutional_13f,5634,+5.95%,432,"$203,985,262",1,2025-10-14T11-57-48Z
HILLMAN CO,quiver,institutional_13f,5635,+5.95%,12,"$225,283,223",1,2025-10-14T11-57-48Z
"UPTICK PARTNERS, LLC",quiver,institutional_13f,5636,+5.95%,186,"$318,781,477",1,2025-10-14T11-57-48Z
"Edgestream Partners, L.P.",quiver,institutional_13f,5637,+5.95%,773,"$3,468,966,615",1,2025-10-14T11-57-48Z
Red Wave Investments LLC,quiver,institutional_13f,5638,+5.95%,104,"$299,600,991",1,2025-10-14T11-57-48Z
"Graver Capital Management, LLC",quiver,institutional_13f,5639,+5.95%,25,"$119,681,910",1,2025-10-14T11-57-48Z
"Clarkston Capital Partners, LLC",quiver,institutional_13f,5640,+5.95%,140,"$4,248,656,821",1,2025-10-14T11-57-48Z
"SOUTHERN CAPITAL ADVISORS, LLC",quiver,institutional_13f,5641,+5.95%,78,"$202,500,566",1,2025-10-14T11-57-48Z
"Holcombe Financial, Inc.",quiver,institutional_13f,5642,+5.95%,38,"$131,085,695",1,2025-10-14T11-57-48Z
TSA Wealth Managment LLC,quiver,institutional_13f,5643,+5.94%,75,"$242,482,126",1,2025-10-14T11-57-48Z
"GeoWealth Management, LLC",quiver,institutional_13f,5644,+5.94%,1075,"$2,407,380,510",1,2025-10-14T11-57-48Z
Railway Pension Investments Ltd,quiver,institutional_13f,5645,+5.94%,195,"$7,008,173,023",1,2025-10-14T11-57-48Z
SEEDS INVESTOR LLC,quiver,institutional_13f,5646,+5.94%,221,"$387,348,606",1,2025-10-14T11-57-48Z
"ACT Advisors, LLC.",quiver,institutional_13f,5647,+5.94%,52,"$223,086,371",1,2025-10-14T11-57-48Z
"NOTTINGHAM ADVISORS, INC.",quiver,institutional_13f,5648,+5.94%,89,"$597,048,616",1,2025-10-14T11-57-48Z
Creative Capital Management Investments LLC,quiver,institutional_13f,5649,+5.94%,285,"$274,341,813",1,2025-10-14T11-57-48Z
"MGO Private Wealth, LLC",quiver,institutional_13f,5650,+5.94%,57,"$157,019,945",1,2025-10-14T11-57-48Z
DNCA FINANCE,quiver,institutional_13f,5651,+5.94%,73,"$1,193,722,493",1,2025-10-14T11-57-48Z
"Commonwealth Financial Services, LLC",quiver,institutional_13f,5652,+5.94%,195,"$472,592,365",1,2025-10-14T11-57-48Z
"Murphy, Middleton, Hinkle & Parker, Inc.",quiver,institutional_13f,5653,+5.94%,128,"$189,215,280",1,2025-10-14T11-57-48Z
"Davidson Kahn Capital Management, LLC",quiver,institutional_13f,5654,+5.94%,51,"$147,900,228",1,2025-10-14T11-57-48Z
New England Capital Financial Advisors LLC,quiver,institutional_13f,5655,+5.94%,364,"$217,169,010",1,2025-10-14T11-57-48Z
"TrueMark Investments, LLC",quiver,institutional_13f,5656,+5.94%,130,"$453,352,698",1,2025-10-14T11-57-48Z
"STAGE HARBOR FINANCIAL, LLC",quiver,institutional_13f,5657,+5.93%,55,"$129,614,555",1,2025-10-14T11-57-48Z
"BAYSHORE ASSET MANAGEMENT, LLC",quiver,institutional_13f,5658,+5.93%,38,"$226,451,778",1,2025-10-14T11-57-48Z
"Vested Financial Planning, LLC",quiver,institutional_13f,5659,+5.93%,24,"$108,674,945",1,2025-10-14T11-57-48Z
"Aprio Wealth Management, LLC",quiver,institutional_13f,5660,+5.93%,382,"$847,980,421",1,2025-10-14T11-57-48Z
Providence First Trust Co,quiver,institutional_13f,5661,+5.93%,106,"$287,225,435",1,2025-10-14T11-57-48Z
"ADE, LLC",quiver,institutional_13f,5662,+5.93%,76,"$173,617,998",1,2025-10-14T11-57-48Z
Applied Capital LLC,quiver,institutional_13f,5663,+5.93%,39,"$229,219,066",1,2025-10-14T11-57-48Z
Trellis Wealth Advisors LLC,quiver,institutional_13f,5664,+5.93%,32,"$232,290,551",1,2025-10-14T11-57-48Z
"SEIZERT CAPITAL PARTNERS, LLC",quiver,institutional_13f,5665,+5.93%,154,"$2,115,546,751",1,2025-10-14T11-57-48Z
Roth Financial Partners LLC,quiver,institutional_13f,5666,+5.93%,31,"$293,165,279",1,2025-10-14T11-57-48Z
"Mustard Seed Financial, LLC",quiver,institutional_13f,5667,+5.92%,79,"$140,912,243",1,2025-10-14T11-57-48Z
Premier Financial Group,quiver,institutional_13f,5668,+5.92%,31,"$368,993,600",1,2025-10-14T11-57-48Z
CONDOR CAPITAL MANAGEMENT,quiver,institutional_13f,5669,+5.92%,160,"$1,138,310,015",1,2025-10-14T11-57-48Z
"ODonnell Financial Services, LLC",quiver,institutional_13f,5670,+5.92%,44,"$202,693,465",1,2025-10-14T11-57-48Z
"Onyx Financial Advisors, LLC",quiver,institutional_13f,5671,+5.92%,14,"$211,928,690",1,2025-10-14T11-57-48Z
"Guardian Financial Partners, LLC",quiver,institutional_13f,5672,+5.92%,49,"$161,517,820",1,2025-10-14T11-57-48Z
Strong Tower Advisory Services,quiver,institutional_13f,5673,+5.92%,93,"$477,548,853",1,2025-10-14T11-57-48Z
"Smith & Howard Wealth Management, LLC",quiver,institutional_13f,5674,+5.92%,77,"$342,374,086",1,2025-10-14T11-57-48Z
"EPIQ PARTNERS, LLC",quiver,institutional_13f,5675,+5.92%,58,"$158,894,789",1,2025-10-14T11-57-48Z
"Ranger Investment Management, L.P.",quiver,institutional_13f,5676,+5.91%,66,"$1,358,606,888",1,2025-10-14T11-57-48Z
"49 WEALTH MANAGEMENT, LLC",quiver,institutional_13f,5677,+5.91%,160,"$717,873,566",1,2025-10-14T11-57-48Z
"ARQ WEALTH ADVISORS, LLC",quiver,institutional_13f,5678,+5.91%,90,"$288,463,691",1,2025-10-14T11-57-48Z
"JMG Financial Group, Ltd.",quiver,institutional_13f,5679,+5.91%,120,"$3,488,456,928",1,2025-10-14T11-57-48Z
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,quiver,institutional_13f,5680,+5.91%,3098,"$141,436,576,560",1,2025-10-14T11-57-48Z
"Summit Financial Strategies, Inc.",quiver,institutional_13f,5681,+5.91%,148,"$1,122,220,799",1,2025-10-14T11-57-48Z
AUXIER ASSET MANAGEMENT,quiver,institutional_13f,5682,+5.91%,161,"$667,102,353",1,2025-10-14T11-57-48Z
STUDIO INVESTMENT MANAGEMENT LLC,quiver,institutional_13f,5683,+5.91%,157,"$489,619,594",1,2025-10-14T11-57-48Z
Forge Financial Services LLC,quiver,institutional_13f,5684,+5.91%,17,"$122,069,479",1,2025-10-14T11-57-48Z
Retirement Wealth Solutions LLC,quiver,institutional_13f,5685,+5.91%,403,"$140,331,264",1,2025-10-14T11-57-48Z
"Capstone Financial Advisors, Inc.",quiver,institutional_13f,5686,+5.91%,163,"$1,808,094,543",1,2025-10-14T11-57-48Z
"GENESIS PRIVATE WEALTH, LLC",quiver,institutional_13f,5687,+5.91%,148,"$210,205,470",1,2025-10-14T11-57-48Z
"LifePlan Financial, LLC",quiver,institutional_13f,5688,+5.91%,87,"$125,600,187",1,2025-10-14T11-57-48Z
"Guided Capital Wealth Management, LLC",quiver,institutional_13f,5689,+5.90%,30,"$118,185,090",1,2025-10-14T11-57-48Z
"Plum Street Advisors, LLC",quiver,institutional_13f,5690,+5.90%,76,"$226,018,182",1,2025-10-14T11-57-48Z
KilterHowling LLC,quiver,institutional_13f,5691,+5.90%,43,"$174,131,171",1,2025-10-14T11-57-48Z
WEST PACES ADVISORS INC.,quiver,institutional_13f,5692,+5.90%,197,"$491,086,273",1,2025-10-14T11-57-48Z
